ActivKey,descr,duration,duration-unit,tot-cost,predecessors
A624,Task A624,7,days,9658,A111
A625,Task A625,5,days,7156,"A569,A394"
A626,Task A626,10,days,6387,"A293,A76"
A627,Task A627,5,days,9298,"A170,A134,A497"
A628,Task A628,10,days,7082,"A78,A235,A372"
A629,Task A629,3,days,5154,"A378,A311,A106"
A630,Task A630,9,days,2220,"A298,A36"
A631,Task A631,4,days,3817,"A257,A333"
A632,Task A632,8,days,7612,"A431,A532,A584"
A633,Task A633,10,days,7340,A338
A634,Task A634,9,days,8988,"A606,A190"
A635,Task A635,5,days,8401,"A249,A111"
A636,Task A636,1,days,5770,A377
A637,Task A637,6,days,2036,A630
A638,Task A638,6,days,6207,"A581,A440,A154"
A639,Task A639,6,days,4068,"A633,A286,A115"
A640,Task A640,1,days,9816,"A59,A393,A189"
A641,Task A641,9,days,8098,"A309,A49,A632"
A642,Task A642,9,days,7103,"A500,A457,A474"
A643,Task A643,3,days,6644,"A167,A44"
A644,Task A644,2,days,5341,A188
A645,Task A645,8,days,6860,A324
A646,Task A646,1,days,5975,"A606,A224,A511"
A647,Task A647,3,days,9356,A632
A648,Task A648,10,days,5136,"A336,A607"
A649,Task A649,6,days,7334,"A95,A361"
A650,Task A650,5,days,4607,"A350,A417,A614"
A651,Task A651,10,days,1390,A618
A652,Task A652,6,days,9772,A359
A653,Task A653,5,days,5954,"A380,A643"
A654,Task A654,3,days,6361,"A373,A61,A269"
A655,Task A655,6,days,6179,A597
A656,Task A656,3,days,6619,"A567,A56,A592"
A657,Task A657,2,days,3031,A526
A658,Task A658,9,days,1799,"A64,A124"
A659,Task A659,1,days,1328,"A513,A59"
A660,Task A660,3,days,5227,A166
A661,Task A661,6,days,2065,A106
A662,Task A662,1,days,3785,A179
A663,Task A663,7,days,7505,"A565,A405,A604"
A664,Task A664,9,days,3787,A559
A665,Task A665,8,days,8614,"A345,A282,A168"
A666,Task A666,1,days,3742,"A31,A456"
A667,Task A667,1,days,3982,"A259,A337,A651"
A668,Task A668,6,days,7210,A562
A669,Task A669,5,days,8321,"A361,A299,A447"
A670,Task A670,9,days,9185,A658
A671,Task A671,7,days,1974,"A60,A231,A605"
A672,Task A672,8,days,2828,A421
A673,Task A673,10,days,4409,"A500,A263"
A674,Task A674,9,days,4242,"A134,A154"
A675,Task A675,4,days,9067,A522
A676,Task A676,2,days,9147,"A80,A495,A658"
A677,Task A677,3,days,8976,A286
A678,Task A678,9,days,9153,"A671,A452,A217"
A679,Task A679,2,days,9982,"A516,A60"
A680,Task A680,8,days,9994,A489
A681,Task A681,9,days,3968,A515
A682,Task A682,6,days,8698,A335
A683,Task A683,6,days,7221,"A601,A344,A90"
A684,Task A684,8,days,8218,A119
A685,Task A685,3,days,2516,"A117,A573"
A686,Task A686,9,days,5359,"A268,A93,A477"
A687,Task A687,3,days,9803,"A160,A52,A42"
A688,Task A688,8,days,4427,"A481,A458,A557"
A689,Task A689,10,days,2807,A244
A690,Task A690,2,days,1123,"A89,A148,A324"
A691,Task A691,3,days,3517,"A264,A674,A644"
A692,Task A692,8,days,3713,"A352,A358"
A693,Task A693,4,days,4107,"A542,A336,A478"
A694,Task A694,7,days,7025,"A582,A673,A102"
A695,Task A695,10,days,6739,"A552,A526,A337"
A696,Task A696,10,days,3318,"A43,A572"
A697,Task A697,5,days,4043,"A552,A58"
A698,Task A698,1,days,1571,A82
A699,Task A699,6,days,5015,A131
A700,Task A700,5,days,3008,"A318,A77"
A701,Task A701,3,days,2207,A213
A702,Task A702,5,days,2857,"A73,A36,A345"
A703,Task A703,4,days,2111,A639
A704,Task A704,5,days,6845,A83
A705,Task A705,3,days,2779,A644
A706,Task A706,10,days,4952,"A608,A63,A618"
A707,Task A707,8,days,3511,"A95,A496,A651"
A708,Task A708,9,days,3556,"A209,A299,A432"
A709,Task A709,7,days,9332,"A105,A140"
A710,Task A710,10,days,7867,A220
A711,Task A711,8,days,5859,"A685,A258"
A712,Task A712,7,days,2860,"A427,A295"
A713,Task A713,6,days,3461,"A21,A311,A183"
A714,Task A714,10,days,8871,A536
A715,Task A715,8,days,9673,A126
A716,Task A716,1,days,9749,"A630,A12,A506"
A717,Task A717,2,days,5707,A84
A718,Task A718,9,days,5956,"A275,A204"
A719,Task A719,6,days,9250,A663
A720,Task A720,5,days,1727,"A579,A46,A428"
A721,Task A721,4,days,1954,"A38,A580"
A722,Task A722,1,days,3054,"A455,A57,A208"
A723,Task A723,2,days,7643,"A225,A478"
A724,Task A724,1,days,5383,"A510,A307,A318"
A725,Task A725,10,days,2517,A679
A726,Task A726,8,days,8077,"A118,A612"
A727,Task A727,4,days,2670,"A629,A411"
A728,Task A728,3,days,2251,A189
A729,Task A729,4,days,4086,A312
A730,Task A730,2,days,9201,A421
A731,Task A731,6,days,6989,A190
A732,Task A732,3,days,8044,"A484,A83"
A733,Task A733,9,days,8032,"A354,A370"
A734,Task A734,8,days,5294,"A419,A370,A544"
A735,Task A735,7,days,4897,A459
A736,Task A736,9,days,9679,"A660,A225"
A737,Task A737,10,days,6616,"A394,A650,A21"
A738,Task A738,7,days,5419,A259
A739,Task A739,2,days,6664,"A188,A299,A88"
A740,Task A740,8,days,5326,"A19,A297,A242"
A741,Task A741,3,days,6600,"A413,A451,A380"
A742,Task A742,9,days,7241,A9
A743,Task A743,2,days,7525,A116
A744,Task A744,9,days,5192,A60
A745,Task A745,10,days,9467,A547
A746,Task A746,4,days,5368,"A204,A464"
A747,Task A747,8,days,7239,"A416,A597"
A748,Task A748,4,days,5052,"A299,A139,A56"
A749,Task A749,5,days,4931,A383
A750,Task A750,3,days,1256,"A636,A61,A488"
A751,Task A751,2,days,3906,A725
A752,Task A752,4,days,1866,"A713,A387"
A753,Task A753,7,days,8543,A436
A754,Task A754,5,days,3500,"A173,A480,A154"
A755,Task A755,6,days,2691,A542
A756,Task A756,5,days,4004,"A715,A651"
A757,Task A757,8,days,4865,"A490,A114"
A758,Task A758,2,days,8515,"A417,A304,A355"
A759,Task A759,4,days,6474,A73
A760,Task A760,10,days,4980,"A461,A154"
A761,Task A761,10,days,5271,A588
A762,Task A762,4,days,6830,"A379,A141"
A763,Task A763,6,days,6997,"A401,A605"
A764,Task A764,5,days,9704,"A728,A660"
A765,Task A765,9,days,3751,A666
A766,Task A766,7,days,7401,"A406,A258"
A767,Task A767,2,days,7083,A743
A768,Task A768,1,days,2127,"A729,A1,A453"
A769,Task A769,9,days,1251,"A223,A630"
A770,Task A770,2,days,3380,"A756,A479"
A771,Task A771,9,days,7875,"A737,A676,A585"
A772,Task A772,4,days,1835,"A674,A625,A290"
A773,Task A773,3,days,8125,A303
A774,Task A774,8,days,7335,"A512,A706,A304"
A775,Task A775,3,days,6075,"A419,A254,A532"
A776,Task A776,7,days,1323,"A318,A688"
A777,Task A777,2,days,9143,"A133,A451"
A778,Task A778,2,days,7428,"A630,A346"
A779,Task A779,6,days,7718,"A228,A423"
A780,Task A780,4,days,5458,"A51,A457"
A781,Task A781,10,days,8034,"A418,A625"
A782,Task A782,5,days,4291,"A161,A186,A274"
A783,Task A783,4,days,1968,A374
A784,Task A784,1,days,4104,"A465,A576"
A785,Task A785,10,days,8946,"A782,A528,A36"
A786,Task A786,10,days,6936,"A136,A738"
A787,Task A787,7,days,7443,"A288,A163"
A788,Task A788,8,days,4628,"A590,A494,A778"
A789,Task A789,7,days,8750,"A625,A731"
A790,Task A790,7,days,5762,A140
A791,Task A791,8,days,4792,"A268,A699,A177"
A792,Task A792,6,days,6589,A519
A793,Task A793,1,days,2727,"A346,A379,A548"
A794,Task A794,1,days,6794,"A224,A613,A764"
A795,Task A795,8,days,3146,A207
A796,Task A796,7,days,3026,A376
A797,Task A797,6,days,5363,A197
A798,Task A798,10,days,1270,A745
A799,Task A799,10,days,6060,"A436,A706"
A800,Task A800,7,days,9671,"A650,A332"
A801,Task A801,8,days,4900,A265
A802,Task A802,3,days,4385,"A798,A109"
A803,Task A803,2,days,9082,"A575,A62,A123"
A804,Task A804,8,days,2743,"A234,A235,A512"
A805,Task A805,3,days,6720,"A184,A61,A610"
A806,Task A806,8,days,4402,"A464,A5"
A807,Task A807,4,days,8083,"A632,A113,A481"
A808,Task A808,2,days,5530,"A745,A639,A276"
A809,Task A809,3,days,5663,A86
A810,Task A810,2,days,4418,"A447,A666"
A811,Task A811,7,days,4114,"A498,A143,A504"
A812,Task A812,10,days,7472,"A32,A72,A409"
A813,Task A813,3,days,2454,"A175,A461,A199"
A814,Task A814,3,days,3902,A658
A815,Task A815,3,days,6131,A482
A816,Task A816,10,days,8408,"A476,A165,A100"
A817,Task A817,2,days,9495,A373
A818,Task A818,6,days,9799,"A401,A717,A561"
A819,Task A819,8,days,9016,"A753,A673"
A820,Task A820,1,days,6787,"A736,A515"
A821,Task A821,1,days,5675,"A273,A45,A283"
A822,Task A822,2,days,7501,"A343,A471,A751"
A823,Task A823,10,days,4716,A38
A824,Task A824,4,days,8115,A17
A825,Task A825,7,days,3928,"A263,A688,A570"
A826,Task A826,7,days,3866,A730
A827,Task A827,9,days,7852,"A153,A534"
A828,Task A828,7,days,6579,"A715,A516"
A829,Task A829,5,days,8338,A153
A830,Task A830,4,days,5195,"A801,A527,A333"
A831,Task A831,3,days,3047,"A633,A24,A187"
A832,Task A832,5,days,4070,"A541,A616"
A833,Task A833,10,days,1716,"A338,A175,A337"
A834,Task A834,3,days,7577,"A289,A189"
A835,Task A835,10,days,1058,"A446,A3,A1"
A836,Task A836,8,days,6654,"A155,A601,A69"
A837,Task A837,9,days,8478,"A478,A531,A654"
A838,Task A838,10,days,4509,A132
A839,Task A839,6,days,1575,"A32,A620,A692"
A840,Task A840,5,days,9909,A162
A841,Task A841,3,days,2660,"A252,A804,A397"
A842,Task A842,8,days,5524,A170
A843,Task A843,10,days,7101,A476
A844,Task A844,10,days,8831,A115
A845,Task A845,2,days,6007,A344
A846,Task A846,3,days,4620,"A570,A213"
A847,Task A847,4,days,5876,A180
A848,Task A848,5,days,3078,"A66,A490,A56"
A849,Task A849,2,days,5181,"A567,A342"
A850,Task A850,8,days,4377,"A842,A321,A722"
A851,Task A851,9,days,5756,"A36,A289"
A852,Task A852,3,days,8801,"A327,A427,A168"
A853,Task A853,5,days,2116,A760
A854,Task A854,6,days,6780,"A14,A647,A184"
A855,Task A855,5,days,5107,"A255,A715"
A856,Task A856,7,days,7208,A844
A857,Task A857,8,days,3018,"A127,A247,A198"
A858,Task A858,4,days,8041,"A326,A763"
A859,Task A859,7,days,7578,"A507,A73"
A860,Task A860,4,days,8106,A64
A861,Task A861,10,days,1679,A413
A862,Task A862,1,days,4920,"A707,A184"
A863,Task A863,2,days,2047,A658
A864,Task A864,4,days,2373,A178
A865,Task A865,4,days,7840,A9
A866,Task A866,2,days,9481,A669
A867,Task A867,6,days,7560,"A763,A463,A312"
A868,Task A868,9,days,9659,A678
A869,Task A869,3,days,3421,"A10,A787,A56"
A870,Task A870,7,days,6488,"A265,A87,A751"
A871,Task A871,7,days,2271,"A658,A251"
A872,Task A872,2,days,2341,"A169,A341,A256"
A873,Task A873,5,days,5226,A473
A874,Task A874,3,days,8739,"A552,A722"
A875,Task A875,5,days,6736,A511
A876,Task A876,4,days,3534,"A21,A61,A151"
A877,Task A877,4,days,3082,A799
A878,Task A878,10,days,4165,"A58,A532,A186"
A879,Task A879,7,days,3251,"A84,A411,A313"
A880,Task A880,9,days,6983,A864
A881,Task A881,8,days,6438,"A696,A373,A496"
A882,Task A882,8,days,9969,"A324,A239,A378"
A883,Task A883,9,days,9075,A469
A884,Task A884,7,days,4508,"A37,A385"
A885,Task A885,2,days,8781,A701
A886,Task A886,6,days,4890,"A763,A489,A719"
A887,Task A887,2,days,1332,"A769,A644,A337"
A888,Task A888,4,days,2483,"A317,A193,A108"
A889,Task A889,3,days,1456,A834
A890,Task A890,9,days,5411,A237
A891,Task A891,6,days,1149,"A868,A493"
A892,Task A892,2,days,8491,A764
A893,Task A893,6,days,4509,"A592,A686,A831"
A894,Task A894,3,days,5131,A682
A895,Task A895,6,days,6652,"A409,A210,A746"
A896,Task A896,2,days,6518,A476
A897,Task A897,8,days,5005,"A91,A306"
A898,Task A898,3,days,5117,"A679,A506"
A899,Task A899,10,days,5516,A777
A900,Task A900,8,days,5184,"A604,A455,A407"
A901,Task A901,2,days,2483,"A622,A547"
A902,Task A902,5,days,5137,"A777,A309,A319"
A903,Task A903,2,days,7550,"A642,A79"
A904,Task A904,5,days,6726,"A290,A347,A689"
A905,Task A905,3,days,2987,"A126,A20,A270"
A906,Task A906,5,days,6328,"A488,A103,A309"
A907,Task A907,1,days,5187,"A325,A223,A857"
A908,Task A908,8,days,5953,A422
A909,Task A909,9,days,4902,A379
A910,Task A910,3,days,6197,"A478,A476,A583"
A911,Task A911,4,days,8204,A858
A912,Task A912,9,days,7592,A893
A913,Task A913,6,days,6165,"A539,A835"
A914,Task A914,7,days,2981,"A495,A236"
A915,Task A915,10,days,7885,A28
A916,Task A916,7,days,1509,"A383,A915"
A917,Task A917,7,days,6845,A394
A918,Task A918,2,days,4070,A119
A919,Task A919,1,days,2964,"A50,A103,A749"
A920,Task A920,10,days,4703,A806
A921,Task A921,7,days,1510,"A850,A650,A504"
A922,Task A922,4,days,7901,"A649,A106,A888"
A923,Task A923,6,days,7493,A66
A924,Task A924,7,days,6972,"A233,A301"
A925,Task A925,2,days,7791,A865
A926,Task A926,10,days,1253,"A306,A187"
A927,Task A927,6,days,4926,"A110,A601,A562"
A928,Task A928,2,days,6026,A729
A929,Task A929,10,days,6905,A92
A930,Task A930,9,days,6693,"A380,A487,A197"
A931,Task A931,1,days,4528,A857
A932,Task A932,3,days,2306,"A429,A224"
A933,Task A933,1,days,9331,"A699,A443"
A934,Task A934,10,days,3650,A19
A935,Task A935,2,days,4728,A239
A936,Task A936,1,days,1259,"A148,A365,A669"
A937,Task A937,5,days,1107,A105
A938,Task A938,5,days,2048,A31
A939,Task A939,6,days,3374,"A651,A885,A377"
A940,Task A940,3,days,1410,"A618,A865"
A941,Task A941,3,days,9671,A49
A942,Task A942,3,days,1112,"A799,A834,A110"
A943,Task A943,6,days,8158,"A228,A406"
A944,Task A944,1,days,7755,"A116,A22,A820"
A945,Task A945,8,days,3891,A660
A946,Task A946,3,days,9606,"A109,A155,A55"
A947,Task A947,2,days,2576,"A655,A520,A391"
A948,Task A948,6,days,5885,"A708,A792,A443"
A949,Task A949,4,days,6312,A634
A950,Task A950,9,days,1582,"A42,A240"
A951,Task A951,8,days,3608,"A827,A252,A94"
A952,Task A952,10,days,4429,"A389,A128"
A953,Task A953,3,days,5101,"A952,A730"
A954,Task A954,3,days,5012,"A174,A196"
A955,Task A955,7,days,1578,"A920,A706"
A956,Task A956,6,days,1397,A562
A957,Task A957,1,days,8619,"A145,A761,A885"
A958,Task A958,6,days,1021,"A582,A302"
A959,Task A959,7,days,7813,"A158,A181,A234"
A960,Task A960,8,days,3748,"A458,A23,A443"
A961,Task A961,1,days,2725,A26
A962,Task A962,3,days,1414,"A452,A215,A565"
A963,Task A963,9,days,5120,A605
A964,Task A964,10,days,8399,A543
A965,Task A965,2,days,9809,"A244,A904,A293"
A966,Task A966,6,days,6479,A257
A967,Task A967,9,days,1674,A202
A968,Task A968,9,days,7406,"A640,A293"
A969,Task A969,9,days,7702,"A184,A887,A237"
A970,Task A970,9,days,7812,A749
A971,Task A971,4,days,2746,"A382,A917"
A972,Task A972,7,days,1989,"A156,A742"
A973,Task A973,10,days,7736,"A550,A940"
A974,Task A974,10,days,9702,A905
A975,Task A975,5,days,6722,"A411,A732,A779"
A976,Task A976,6,days,2736,"A905,A686"
A977,Task A977,8,days,1634,"A178,A99"
A978,Task A978,5,days,2260,A216
A979,Task A979,4,days,6466,"A176,A270,A954"
A980,Task A980,1,days,7727,"A26,A618,A34"
A981,Task A981,1,days,2886,"A119,A134,A474"
A982,Task A982,7,days,8509,"A616,A625,A62"
A983,Task A983,6,days,9351,A373
A984,Task A984,5,days,8848,A15
A985,Task A985,2,days,2363,A692
A986,Task A986,5,days,6238,"A762,A80"
A987,Task A987,2,days,7947,"A933,A407,A472"
A988,Task A988,1,days,6153,"A802,A833,A150"
A989,Task A989,3,days,4664,A495
A990,Task A990,9,days,3989,"A155,A611,A66"
A991,Task A991,9,days,4117,"A215,A265"
A992,Task A992,6,days,2385,"A183,A915,A761"
A993,Task A993,6,days,4152,A284
A994,Task A994,1,days,1767,A436
A995,Task A995,1,days,1823,A547
A996,Task A996,3,days,5778,A23
A997,Task A997,6,days,5244,"A177,A518"
A998,Task A998,9,days,7685,A278
A999,Task A999,5,days,2342,"A114,A582"
A1000,End project,0,days,0,A999
